review_reason,symbol,company_name,fmp_sector,fmp_industry,market_cap_b,mcap_tier,description,l1,l2,l3_themes,business_role,prefill_source,confidence,needs_review,boss_notes
ok,ENSG,"The Ensign Group, Inc.",Healthcare,Medical - Care Facilities,,,"The Ensign Group, Inc. provides health care services in the post-acute care continuum and other ancillary businesses. The company operates in two segments, Skilled Services and Real Estate. The company offers skilled services, which include short and long-term nursing care services for patients with chronic conditions, prolonged illness, and the elderly; and physical, occupational, and speech therapies and other rehabilitative and healthcare services. It also provides standard services, such as ",创新药与生命科学,医保健康服务,,,rule,0.70,0,
ok,EQH,"Equitable Holdings, Inc.",Financial Services,Insurance - Diversified,,,"Equitable Holdings, Inc., together with its consolidated subsidiaries, operates as a diversified financial services company worldwide. The company operates through four segments: Individual Retirement, Group Retirement, Investment Management and Research, and Protection Solutions. The Individual Retirement segment offers a suite of variable annuity products primarily to affluent and high net worth individuals. The Group Retirement segment provides tax-deferred investment and retirement services ",金融,保险,,,rule,0.70,0,
ok,ERIE,Erie Indemnity Company,Financial Services,Insurance - Brokers,,,"Erie Indemnity Company operates as a managing attorney-in-fact for the subscribers at the Erie Insurance Exchange in the United States. The company provides sales, underwriting, policy issuance, and renewal services for the policyholders on behalf of the Erie Insurance Exchange. It also offers sales related services, including agent compensation, and sales and advertising support services; and underwriting services comprise underwriting and policy processing; and other services consist of custom",金融,保险,,,rule,0.70,0,
ok,EVR,Evercore Inc.,Financial Services,Financial - Capital Markets,,,"Evercore Inc., together with its subsidiaries, operates as an independent investment banking advisory firm in the United States, Europe, Latin America, and internationally. It operates through two segments, Investment Banking and Investment Management. The Investment Banking segment offers strategic advisory services, such as mergers and acquisitions, strategic, defense, and shareholder advisory, special committee assignments, and transaction structuring; Capital Markets Advisory, including equi",金融,投资银行与交易,,,rule,0.70,0,
ok,EVRG,"Evergy, Inc.",Utilities,Regulated Electric,,,"Evergy, Inc., together with its subsidiaries, engages in the generation, transmission, distribution, and sale of electricity in Kansas and Missouri, the United States. It generates electricity through coal, hydroelectric, landfill gas, uranium, and natural gas and oil sources, as well as solar, wind, other renewable sources. The company has approximately 10,100 circuit miles of transmission lines; 39,800 circuit miles of overhead distribution lines; and 13,000 circuit miles of underground distri",地产与公用,电力与公用,,,rule,0.70,0,
ok,EWBC,"East West Bancorp, Inc.",Financial Services,Banks - Diversified,,,"East West Bancorp, Inc. operates as the bank holding company for East West Bank that provides a range of personal and commercial banking services to businesses and individuals. It operates through three segments: Consumer and Business Banking, Commercial Banking, and Other. The company accepts various deposit products, such as personal and business checking and savings accounts, money market, and time deposits. Its loan products include mortgage and home equity, commercial and residential real e",金融,大型综合银行,,,rule,0.70,0,
ok,EXEL,"Exelixis, Inc.",Healthcare,Biotechnology,,,"Exelixis, Inc., an oncology-focused biotechnology company, focuses on the discovery, development, and commercialization of new medicines to treat cancers in the United States. The company's products include CABOMETYX tablets for the treatment of patients with advanced renal cell carcinoma who received prior anti-angiogenic therapy; and COMETRIQ capsules for the treatment of patients with progressive and metastatic medullary thyroid cancer. Its CABOMETYX and COMETRIQ are derived from cabozantinib",创新药与生命科学,创新生物科技,,,rule,0.70,0,
ok,EXPD,"Expeditors International of Washington, Inc.",Industrials,Integrated Freight & Logistics,,,"Expeditors International of Washington, Inc. provides logistics services in the Americas, North Asia, South Asia, Europe, the Middle East, Africa, and India. The company offers airfreight services, such as air freight consolidation and forwarding; ocean freight and ocean services, including ocean freight consolidation, direct ocean forwarding, and order management; customs brokerage, intra-continental ground transportation and delivery, and warehousing and distribution services; and customs clea",工业与航天,物流与航运,,,rule,0.70,0,
ok,FCNCA,"First Citizens BancShares, Inc.",Financial Services,Banks - Regional,,,"First Citizens BancShares, Inc. operates as the holding company for First-Citizens Bank & Trust Company that provides retail and commercial banking services to individuals, businesses, and professionals. The company's deposit products include checking, savings, money market, and time deposit accounts. Its loan product portfolio comprises commercial construction and land development, commercial mortgage, commercial and industrial, and lease financing loans, as well as small business administratio",金融,大型综合银行,,,rule,0.70,0,
ok,FCNCN,"First Citizens BancShares, Inc. Depositary Shares, each representing a 1/40th interest in a share of 6.625% Non-Cumulative Perpetual Preferred Stock, Series E",Financial Services,Banks - Regional,,,"First Citizens BancShares, Inc. is a bank holding company, which provides retail and commercial banking services through its subsidiaries. The company operates under the following segments: General Banking, Commercial Banking, Rail, and Corporate. The General Banking delivers services to individuals through branch networks. The Commercial Banking provides lending, leasing and other financial and advisory services to small and middle market companies. The Rail segment deals with the provision of ",金融,大型综合银行,,,rule,0.70,0,
ok,FHN,First Horizon Corporation,Financial Services,Banks - Regional,,,"First Horizon Corporation operates as the bank holding company for First Horizon Bank that provides various financial services. The company operates through three segments: Regional Banking, Specialty Banking, and Corporate. It offers general banking services for consumers, businesses, financial institutions, and governments. The company also underwrites bank-eligible securities and other fixed-income securities eligible for underwriting by financial subsidiaries; sells loans and derivatives; an",金融,大型综合银行,,,rule,0.70,0,
ok,FIVE,"Five Below, Inc.",Consumer Defensive,Discount Stores,,,"Five Below, Inc. operates as a specialty value retailer in the United States. The company offers range of accessories, which includes novelty socks, sunglasses, jewelry, scarves, gloves, hair accessories, athletic tops and bottoms, and t-shirts, as well as nail polish, lip gloss, fragrance, and branded cosmetics; and personalized living space products, such as lamps, posters, frames, fleece blankets, plush items, pillows, candles, incense, lighting, novelty décor, accent furniture, and related i",消费与零售,大型零售,,,rule,0.70,0,
ok,FMS,Fresenius Medical Care AG & Co. KGaA,Healthcare,Medical - Care Facilities,,,"Fresenius Medical Care AG & Co. KGaA provides dialysis care and related dialysis care services in Germany, North America, and internationally. It offers dialysis treatment and related laboratory and diagnostic services through a network of outpatient dialysis clinics; materials, training, and patient support services comprising clinical monitoring, follow-up assistance, and arranging for delivery of the supplies to the patient's residence; and dialysis services under contract to hospitals in the",创新药与生命科学,医保健康服务,,,rule,0.70,0,
ok,FRT,Federal Realty Investment Trust,Real Estate,REIT - Retail,,,"Federal Realty is a recognized leader in the ownership, operation and redevelopment of high-quality retail-based properties located primarily in major coastal markets from Washington, D.C. to Boston as well as San Francisco and Los Angeles. Founded in 1962, Federal Realty's mission is to deliver long-term, sustainable growth through investing in communities where retail demand exceeds supply. Its expertise includes creating urban, mixed-use neighborhoods like Santana Row in San Jose, California,",地产与公用,住宅与商业REIT,,,rule,0.70,0,
ok,FTV,Fortive Corporation,Industrials,Industrial - Machinery,,,"Fortive Corporation designs, develops, manufactures, markets, and services professional and engineered products, software, and services worldwide. Its Intelligent Operating Solutions segment offers connected reliability tools; environment, health, safety, and quality enterprise software products; facility and asset lifecycle software; pre-construction planning and construction procurement solutions; ruggedized professional test tools; electric, pressure, and temperature calibration tools; and po",工业与航天,工业自动化与机械,,,rule,0.70,0,
ok,FUTU,Futu Holdings Limited,Financial Services,Financial - Capital Markets,,,"Futu Holdings Limited provides digitalized securities brokerage and wealth management product distribution service in Hong Kong and internationally. It offers online financial services, including securities and derivative trades brokerage, margin financing and fund distribution services through its Futubull and Moomoo digital platforms. The company also provides financial information and online community services; online wealth management services under the Money Plus brand name through its Futu",金融,投资银行与交易,,,rule,0.70,0,
ok,FWONA,Formula One Group,Communication Services,Entertainment,,,"Formula One Group engages in the motorsports business in the United States and internationally. It holds commercial rights for the world championship, approximately a nine-month long motor race-based competition in which teams compete for the constructors' championship and drivers compete for the drivers' championship. The company was founded in 1950 and is based in Englewood, Colorado. Formula One Group is a subsidiary of Liberty Media Corporation.",互联网与软件,流媒体与内容,,,rule,0.70,0,
ok,FWONK,Formula One Group,Communication Services,Entertainment,,,"Formula One Group engages in the motorsports business in the United States and internationally. It holds commercial rights for the world championship, approximately a nine-month long motor race-based competition in which teams compete for the constructors' championship and drivers compete for the drivers' championship. The company was founded in 1950 and is based in Englewood, Colorado. Formula One Group is a subsidiary of Liberty Media Corporation.",互联网与软件,流媒体与内容,,,rule,0.70,0,
ok,GFL,GFL Environmental Inc.,Industrials,Waste Management,,,"GFL Environmental Inc. operates as a diversified environmental services company in Canada and the United States. The company offers non-hazardous solid waste management, infrastructure and soil remediation, and liquid waste management services. Its solid waste management business line includes the collection, transportation, transfer, recycling, and disposal of non-hazardous solid waste for municipal, residential, and commercial and industrial customers. The company's infrastructure and soil rem",工业与航天,工业自动化与机械,,,rule,0.70,0,
ok,GGG,Graco Inc.,Industrials,Industrial - Machinery,,,"Graco Inc. designs, manufactures, and markets systems and equipment used to move, measure, control, dispense, and spray fluid and powder materials worldwide. The company's Industrial segment offers proportioning systems to spray polyurethane foam and polyurea coatings; equipment that pumps, meters, mixes and dispenses sealant, adhesive, and composite materials; and gel-coat equipment, chop and wet-out systems, resin transfer molding systems and applicators, and precision dispensing solutions. It",工业与航天,工业自动化与机械,,,rule,0.70,0,
ok,GH,"Guardant Health, Inc.",Healthcare,Medical - Diagnostics & Research,,,"Guardant Health, Inc., a precision oncology company, provides blood tests, data sets, and analytics in the United States and internationally. The company offers Guardant360, Guardant360 LDT, Guardant360 CDx, and GuardantOMNI liquid biopsy-based tests for advanced stage cancer; and GuardantINFORM, an in-silico research platform that comprise a clinical-genomic liquid biopsy dataset of advanced cancer patients. It is also developing LUNAR-2 test for the early detection of colorectal cancer in asym",创新药与生命科学,生命科学工具与CRO,,,rule,0.70,0,
ok,GIS,"General Mills, Inc.",Consumer Defensive,Packaged Foods,,,"General Mills, Inc. manufactures and markets branded consumer foods worldwide. The company operates in five segments: North America Retail; Convenience Stores & Foodservice; Europe & Australia; Asia & Latin America; and Pet. It offers ready-to-eat cereals, refrigerated yogurt, soup, meal kits, refrigerated and frozen dough products, dessert and baking mixes, bakery flour, frozen pizza and pizza snacks, snack bars, fruit and salty snacks, ice cream, nutrition bars, wellness beverages, and savory ",消费与零售,必需消费品,,,rule,0.70,0,
ok,GL,Globe Life Inc.,Financial Services,Insurance - Life,,,"Globe Life Inc., through its subsidiaries, provides various life and supplemental health insurance products, and annuities to lower middle to middle income households in the United States. The company operates through four segments: Life Insurance, Supplemental Health Insurance, Annuities, and Investments. It offers whole life, term life, and other life insurance products; Medicare supplement and supplemental health insurance, such as critical illness and accident plans; and single-premium and f",金融,保险,,,rule,0.70,0,
ok,GLPI,"Gaming and Leisure Properties, Inc.",Real Estate,REIT - Specialty,,,"Gaming & Leisure Properties, Inc. engages in the provision of acquiring, financing, and owning real estate property to be leased to gaming operators in triple-net lease arrangements. The company was founded on February 13, 2013 and is headquartered in Wyomissing, PA.",地产与公用,通信基建REIT,,,rule,0.70,0,
ok,GMAB,Genmab A/S,Healthcare,Biotechnology,,,"Genmab A/S develops antibody therapeutics for the treatment of cancer and other diseases primarily in Denmark. The company markets DARZALEX, a human monoclonal antibody for the treatment of patients with multiple myeloma (MM); teprotumumab for the treatment of thyroid eye disease; ofatumurnab, a human monoclonal antibody to treat chronic lymphocytic leukemia (CLL) and multiple sclerosis; and Amivantamab for advanced or metastatic gastric or esophageal cancer and NSCLC. Its products include darat",创新药与生命科学,创新生物科技,,,rule,0.70,0,
ok,GMED,"Globus Medical, Inc.",Healthcare,Medical - Devices,,,"Globus Medical, Inc., a medical device company, develops and commercializes healthcare solutions for patients with musculoskeletal disorders in the United States and internationally. It offers spine products, such as traditional fusion implants comprising pedicle screw and rod systems, plating systems, intervertebral spacers, and corpectomy devices for treating degenerative, deformity, tumors, and trauma conditions; treatment options for motion preservation technologies that consist of dynamic s",创新药与生命科学,医疗器械,,,rule,0.70,0,
ok,GNRC,Generac Holdings Inc.,Industrials,Industrial - Machinery,,,"Generac Holdings Inc. designs, manufactures, and sells power generation equipment, energy storage systems, and other power products for the residential, and light commercial and industrial markets worldwide. The company offers engines, alternators, batteries, electronic controls, steel enclosures, and other components. It also provides residential automatic standby generators ranging in output from 7.5kW to 150kW; air-cooled engine residential standby generators ranging from 7.5kW to 26kW; liqui",工业与航天,工业自动化与机械,,,rule,0.70,0,
ok,GPN,Global Payments Inc.,Financial Services,Financial - Credit Services,,,"Global Payments Inc. provides payment technology and software solutions for card, electronic, check, and digital-based payments in the Americas, Europe, and the Asia-Pacific. It operates through three segments: Merchant Solutions, Issuer Solutions, and Business and Consumer Solutions. The Merchant Solutions segment offers authorization services, settlement and funding services, customer support and help-desk functions, chargeback resolution, terminal rental, sales and deployment, payment securit",金融,支付与金融科技,,,rule,0.70,0,
ok,GSAT,"Globalstar, Inc.",Communication Services,Telecommunications Services,,,"Globalstar, Inc. provides mobile satellite services worldwide. The company offers duplex two-way voice and data products, including mobile voice and data satellite communications services and equipment for remote business continuity, recreational usage, safety, emergency preparedness and response, and other applications; fixed voice and data satellite communications services and equipment at industrial, commercial, and residential sites, as well as rural villages and ships; and data modem servic",互联网与软件,电信运营商,,,rule,0.70,0,
ok,HII,"Huntington Ingalls Industries, Inc.",Industrials,Aerospace & Defense,,,"Huntington Ingalls Industries, Inc. engages in designing, building, overhauling, and repairing military ships in the United States. It operates through three segments: Ingalls Shipbuilding, Newport News Shipbuilding, and Technical Solutions. The company is involved in the design and construction of non-nuclear ships comprising amphibious assault ships; expeditionary warfare ships; surface combatants; and national security cutters for the U.S. Navy and U.S. Coast Guard. It also provides nuclear-p",工业与航天,航空航天与国防,,,rule,0.70,0,
ok,HLI,"Houlihan Lokey, Inc.",Financial Services,Financial - Capital Markets,,,"Houlihan Lokey, Inc., an investment banking company, provides merger and acquisition (M&A), capital market, financial restructuring, and financial and valuation advisory services worldwide. It operates in three segments: Corporate Finance, Financial Restructuring, and Financial and Valuation Advisory. The Corporate Finance segment offers general financial advisory services; and advises public and private institutions on buy-side and sell-side transactions, leveraged loans, private mezzanine debt",金融,投资银行与交易,,,rule,0.70,0,
ok,HMY,Harmony Gold Mining Company Limited,Basic Materials,Gold,,,"Harmony Gold Mining Company Limited engages in the exploration, extraction, and processing of gold. It also explores for uranium, silver, copper, and molybdenum deposits. The company has nine underground operations in the Witwatersrand Basin; an open-pit mine on the Kraaipan Greenstone Belt; and various surface treatment operations in South Africa. It also owns interests in the Hidden Valley, an open-pit gold and silver mine; and Wafi-Golpu, a project in Morobe Province in Papua New Guinea. The ",能源与材料,矿业与金属,,,rule,0.70,0,
ok,HRL,Hormel Foods Corporation,Consumer Defensive,Packaged Foods,,,"Hormel Foods Corporation develops, processes, and distributes various meat, nuts, and food products to retail, foodservice, deli, and commercial customers in the United States and internationally. The company operates through four segments: Grocery Products, Refrigerated Foods, Jennie-O Turkey Store, and International & Other. It provides various perishable products that include fresh meats, frozen items, refrigerated meal solutions, sausages, hams, guacamoles, and bacons; and shelf-stable produ",消费与零售,必需消费品,,,rule,0.70,0,
ok,HUT,Hut 8 Corp.,Financial Services,Financial - Capital Markets,,,"Hut 8 Corp Hut 8 Corp. is a vertically integrated operator of large-scale energy infrastructure and Bitcoin miners. The Company acquires, designs, builds, manages, and operates data centers that power compute-intensive workloads such as Bitcoin mining, high performance computing, and artificial intelligence.",金融,投资银行与交易,,,rule,0.70,0,
ok,IESC,"IES Holdings, Inc.",Industrials,Engineering & Construction,,,"IES Holdings, Inc. designs and installs integrated electrical and technology systems, and provides infrastructure products and services in the United States. Its Commercial & Industrial segment offers electrical and mechanical design, construction, and maintenance services for office buildings, manufacturing facilities, data centers, chemical plants, refineries, wind farms, solar facilities, municipal infrastructures, and health care facilities. Its Communications segment designs, installs, and ",工业与航天,工程与建筑,,,rule,0.70,0,
ok,IFF,International Flavors & Fragrances Inc.,Basic Materials,Chemicals - Specialty,,,"International Flavors & Fragrances Inc., together with its subsidiaries, manufactures and sells cosmetic active and natural health ingredients for use in various consumer products in Europe, Africa, the Middle East, Greater Asia, North America, and Latin America. It operates through Nourish, Scent, Health & Biosciences, and Pharma Solutions segments. The Nourish segment offers natural and plant-based specialty food ingredients, such as flavor compounds, and savory solutions and inclusions. It al",能源与材料,化工与气体,,,rule,0.70,0,
ok,ILMN,"Illumina, Inc.",Healthcare,Medical - Diagnostics & Research,,,"Illumina, Inc. provides sequencing and array-based solutions for genetic and genomic analysis. Its products and services serve customers in a range of markets enabling the adoption of genomic solutions in research and clinical settings for applications in the life sciences, oncology, reproductive health, agriculture, and other emerging segments. The company provides instruments and consumables used in genetic analysis; and genotyping and sequencing services, instrument service contracts, and dev",创新药与生命科学,生命科学工具与CRO,,,rule,0.70,0,
ok,INCY,Incyte Corporation,Healthcare,Biotechnology,,,"Incyte Corporation, a biopharmaceutical company, focuses on the discovery, development, and commercialization of proprietary therapeutics in the United States and internationally. The company offers JAKAFI, a drug for the treatment of myelofibrosis and polycythemia vera; PEMAZYRE, a fibroblast growth factor receptor kinase inhibitor that act as oncogenic drivers in various liquid and solid tumor types; and ICLUSIG, a kinase inhibitor to treat chronic myeloid leukemia and philadelphia-chromosome ",创新药与生命科学,创新生物科技,,,rule,0.70,0,
ok,IONS,"Ionis Pharmaceuticals, Inc.",Healthcare,Biotechnology,,,"Ionis Pharmaceuticals, Inc. discovers and develops RNA-targeted therapeutics in the United States. The company offers SPINRAZA for spinal muscular atrophy (SMA) in pediatric and adult patients; TEGSEDI, an injection for the treatment of polyneuropathy of hereditary transthyretin-mediated amyloidosis in adults; and WAYLIVRA, a treatment for familial chylomicronemia syndrome and familial partial lipodystrophy. It also develops medicines for various indications that are in phase 3 study, including ",创新药与生命科学,创新生物科技,,,rule,0.70,0,
ok,IP,International Paper Company,Consumer Cyclical,Packaging & Containers,,,"International Paper Company operates as a packaging company primarily in United States, the Middle East, Europe, Africa, Pacific Rim, Asia, and rest of the Americas. It operates through two segments: Industrial Packaging and Global Cellulose Fibers. The Industrial Packaging segment manufactures containerboards, including linerboard, medium, whitetop, recycled linerboard, recycled medium, and saturating kraft. The Global Cellulose Fibers segment provides fluff, market, and specialty pulps that ar",能源与材料,化工与气体,,全球工业包装巨头，主营瓦楞纸箱原纸（containerboard）和纤维素纤维浆，业绩与工业品需求和纸浆周期高度绑定。,llm,0.70,0,
ok,ITT,ITT Inc.,Industrials,Industrial - Machinery,,,"ITT Inc. manufactures and sells engineered critical components and customized technology solutions for the transportation, industrial, and energy markets worldwide. The company operates through three segments: Motion Technologies, Industrial Process, and Connect & Control Technologies. The Motion Technologies segment manufactures brake pads, shims, shock absorbers, and energy absorption components; and sealing technologies primarily for the transportation industry, including passenger cars, truc",工业与航天,工业自动化与机械,,,rule,0.70,0,
ok,IVZ,Invesco Ltd.,Financial Services,Asset Management,,,"Invesco Ltd. is a publicly owned investment manager. The firm provides its services to retail clients, institutional clients, high-net worth clients, public entities, corporations, unions, non-profit organizations, endowments, foundations, pension funds, financial institutions, and sovereign wealth funds. It manages separate client-focused equity and fixed income portfolios. The firm also launches equity, fixed income, commodity, multi-asset, and balanced mutual funds for its clients. It launche",金融,资产管理,,,rule,0.70,0,
ok,J,Jacobs Solutions Inc.,Industrials,Engineering & Construction,,,"Jacobs Solutions Inc. engages in the infrastructure and advanced facilities, and consulting businesses in the United States, Europe, Canada, India, Asia, Australia, New Zealand, the Middle East, and Africa. The company offers consulting, planning, architecture, design, engineering, and infrastructure delivery services including project, program, and construction management and long-term operation of facilities. It also provides consulting services for consumer and manufacturing, defense and secu",工业与航天,工程与建筑,,,rule,0.70,0,
ok,JAZZ,Jazz Pharmaceuticals plc,Healthcare,Biotechnology,,,"Jazz Pharmaceuticals plc, a biopharmaceutical company, identifies, develops, and commercializes pharmaceutical products for various unmet medical needs in the United States, Europe, and internationally. The company has a portfolio of products and product candidates with a focus in the areas of neuroscience, including sleep medicine and movement disorders; and in oncology, including hematologic and solid tumors. Its lead marketed products include Xyrem, an oral solution for the treatment of catap",创新药与生命科学,创新生物科技,,,rule,0.70,0,
ok,JEF,Jefferies Financial Group Inc.,Financial Services,Financial - Capital Markets,,,"Jefferies Financial Group Inc. engages in the investment banking and capital markets, and asset management businesses in the Americas, Europe, the Middle East, Africa, and Asia. The company operates in Investment Banking and Capital Markets, Asset Management, Merchant Banking, and Corporate segments. It provides investment banking, advisory services with respect to mergers or acquisitions, restructurings or recapitalizations and private capital advisory transactions; equity and debt underwriting",金融,投资银行与交易,,,rule,0.70,0,
ok,JHX,James Hardie Industries plc,Basic Materials,Construction Materials,,,"James Hardie Industries plc, together with its subsidiaries, manufactures and sells fiber cement, fiber gypsum, and cement bonded building products for interior and exterior building construction applications primarily in the United States, Australia, Europe, New Zealand, the Philippines, and Canada. The company operates through three segments: North America Fiber Cement, Asia Pacific Fiber Cement, and Europe Building Products. It offers fiber cement interior linings, exterior siding products, a",地产与公用,工业建材,,,rule,0.70,0,
ok,JLL,Jones Lang LaSalle Incorporated,Real Estate,Real Estate - Services,,,"Jones Lang LaSalle Incorporated, a professional services company, provides real estate and investment management services in Americas, Europe, the Middle East, Africa, and the Asia Pacific. The company offers a range of real estate services, including agency leasing and tenant representation services; and capital market services, such as debt advisory, loan sales, equity advisory, loan servicing, merger and acquisition, corporate advisory, and investment sales and advisory services. It also prov",地产与公用,住宅与商业REIT,房地产周期;利率敏感,全球领先的商业地产服务与投资管理公司，提供租赁代理、资本市场、估值咨询等专业服务。,llm,0.70,0,
ok,JOBY,"Joby Aviation, Inc.",Industrials,"Airlines, Airports & Air Services",10.15,small,"Joby Aviation, Inc., a vertically integrated air mobility company, engages in building an electric vertical takeoff and landing aircraft optimized to deliver air transportation as a service. It intends to build an aerial ridesharing service. The company was founded in 2009 and is headquartered in Santa Cruz, California.",工业与航天,航空公司,,,rule,0.70,0,
ok,KEP,Korea Electric Power Corporation,Utilities,Regulated Electric,,,"Korea Electric Power Corporation, an integrated electric utility company, generates, transmits, and distributes electricity in South Korea and internationally. The company operates through Transmission and Distribution, Nuclear Power Generation, Thermal Power Generation, and Others segments. It generates power from nuclear, coal, oil, liquefied natural gas, internal combustion, combined-cycle, integrated gasification combined cycle, hydro, wind, solar, fuel cell, biogas, and other sources. As of",地产与公用,电力与公用,,,rule,0.70,0,
ok,KEY,KeyCorp,Financial Services,Banks - Regional,,,"KeyCorp operates as the holding company for KeyBank National Association that provides various retail and commercial banking products and services in the United States. It operates in two segments, Consumer Bank and Commercial Bank. The company offers various deposits, investment products and services; and personal finance and financial wellness, student loan refinancing, mortgage and home equity, lending, credit card, treasury, business advisory, wealth management, asset management, investment,",金融,大型综合银行,,,rule,0.70,0,
ok,KIM,Kimco Realty Corporation,Real Estate,REIT - Retail,,,"Kimco Realty Corp. (NYSE:KIM) is a real estate investment trust (REIT) headquartered in Jericho, N.Y. that is one of North America's largest publicly traded owners and operators of open-air, grocery-anchored shopping centers and mixed-use assets. As of September 30, 2020, the company owned interests in 400 U.S. shopping centers and mixed-use assets comprising 70 million square feet of gross leasable space primarily concentrated in the top major metropolitan markets. Publicly traded on the NYSE s",地产与公用,住宅与商业REIT,,,rule,0.70,0,
ok,KKRS,KKR Group Finance Co. IX LLC 4.,Financial Services,Financial - Credit Services,,,Functions as a financing subsidiary/special purpose entity,金融,支付与金融科技,,,rule,0.70,0,
ok,KNX,Knight-Swift Transportation Holdings Inc.,Industrials,Trucking,,,"Knight-Swift Transportation Holdings Inc., together with its subsidiaries, provides truckload transportation services in the United States, Mexico, and Canada. The company operates through four segments: Trucking, Logistics, Less-than-truckload (LTL), and Intermodal. Its trucking services include irregular route, dedicated, refrigerated, flatbed, expedited, dry van, drayage, and cross-border transportation of various products, goods, and materials. The company also provides logistics and intermo",工业与航天,物流与航运,,,rule,0.70,0,
ok,KOF,"Coca-Cola FEMSA, S.A.B. de C.V.",Consumer Defensive,Beverages - Non-Alcoholic,,,"Coca-Cola FEMSA, S.A.B. de C.V., a franchise bottler, produces, markets, sells, and distributes Coca-Cola trademark beverages. The company offers sparkling beverages, including colas and flavored sparkling beverages; and waters and other beverages, such as juice drinks, coffee, teas, milk, value-added dairy products, sports and energy drinks, and plant-based drinks. It provides a portfolio of products through retail outlets, such as wholesale supermarkets, discount stores, and convenience stores",消费与零售,必需消费品,,,rule,0.70,0,
ok,KTOS,"Kratos Defense & Security Solutions, Inc.",Industrials,Aerospace & Defense,,,"Kratos Defense & Security Solutions, Inc. operates as a government contractor of the U.S. Department of Defense. The company operates through two segments, Kratos Government Solutions and Unmanned Systems. The Kratos Government Solutions segment offers microwave electronic products, space and satellite communications, training and cybersecurity/ warfare, C5ISR/ modular systems, turbine technologies, and defense and rocket support services. The Unmanned Systems segment provides unmanned aerial sy",工业与航天,航空航天与国防,,,rule,0.70,0,
ok,L,Loews Corporation,Financial Services,Insurance - Property & Casualty,,,"Loews Corporation provides commercial property and casualty insurance in the United States and internationally. The company offers specialty insurance products, such as management and professional liability, and other coverage products; surety and fidelity bonds; property insurance products that include property, marine and boiler, and machinery coverages; and casualty insurance products, such as workers' compensation, general and product liability, and commercial auto and umbrella coverages. It",金融,保险,,,rule,0.70,0,
ok,LAMR,Lamar Advertising Company,Real Estate,REIT - Specialty,,,"Founded in 1902, Lamar Advertising (Nasdaq: LAMR) is one of the largest outdoor advertising companies in North America, with over 352,000 displays across the United States and Canada. Lamar offers advertisers a variety of billboard, interstate logo, transit and airport advertising formats, helping both local businesses and national brands reach broad audiences every day. In addition to its more traditional out-of-home inventory, Lamar is proud to offer its customers the largest network of digita",地产与公用,通信基建REIT,,,rule,0.70,0,
ok,LH,Labcorp Holdings Inc.,Healthcare,Medical - Diagnostics & Research,,,"Labcorp Holdings, Inc. provides laboratory services to help doctors, hospitals, pharmaceutical companies, researchers and patients make clear and confident decisions. The company was founded on April 16, 2024 and is headquartered in Burlington, NC.",创新药与生命科学,生命科学工具与CRO,,,rule,0.70,0,
ok,LI,Li Auto Inc.,Consumer Cyclical,Auto - Manufacturers,,,"Li Auto Inc. operates in the energy vehicle market in the People's Republic of China. It designs, develops, manufactures, and sells premium smart electric vehicles. The company's product line comprises MPVs and sport utility vehicles. It offers sales and after sales management, and technology development and corporate management services, as well as purchases manufacturing equipment. The company offers its products through online and offline channels. The company was formerly known as Leading Id",自动驾驶与机器人,电动车整车,,,rule,0.70,0,
ok,LII,Lennox International Inc.,Industrials,Construction,,,"Lennox International Inc., together with its subsidiaries, designs, manufactures, and markets a range of products for the heating, ventilation, air conditioning, and refrigeration markets in the United States, Canada, and internationally. It operates through three segments: Residential Heating & Cooling, Commercial Heating & Cooling, and Refrigeration. The Residential Heating & Cooling segment provides furnaces, air conditioners, heat pumps, packaged heating and cooling systems, indoor air quali",工业与航天,工程与建筑,,,rule,0.70,0,
ok,LNT,Alliant Energy Corporation,Utilities,Regulated Electric,,,"Alliant Energy Corporation operates as a utility holding company that provides regulated electricity and natural gas services. It operates through three segments: Utility Electric Operations, Utility Gas Operations, and Utility Other. The company, through its subsidiary, Interstate Power and Light Company (IPL), primarily generates and distributes electricity, and distributes and transports natural gas to retail customers in Iowa; sells electricity to wholesale customers in Minnesota, Illinois, ",地产与公用,电力与公用,,,rule,0.70,0,
ok,LTM,LATAM Airlines Group S.A.,Industrials,"Airlines, Airports & Air Services",,,"LATAM Airlines Group S.A., together with its subsidiaries, provides passenger and cargo air transportation services in Chile, Peru, Ecuador, Colombia, Brazil, other Latin American countries, the Caribbean, North America, Europe, and Oceania. It offers other services, such as ground handling, courier, logistics, and maintenance services. As of December 31, 2023, the company provides passenger transport services to 148 destinations in 26 countries and cargo services to 166 destinations in 33 count",工业与航天,航空公司,,,rule,0.70,0,
ok,LULU,Lululemon Athletica Inc.,Consumer Cyclical,Apparel - Retail,,,"lululemon athletica inc., together with its subsidiaries, designs, distributes, and retails athletic apparel and accessories for women and men. It operates in two segments, Company-Operated Stores and Direct to Consumer. The company offers pants, shorts, tops, and jackets for healthy lifestyle and athletic activities, such as yoga, running, and training, as well as other sweaty pursuits. It also provides fitness-related accessories and footwear. The company sells its products through a chain of ",消费与零售,可选消费品牌,,,rule,0.70,0,
